time,region,C,D,V,RR,GP,P,TS,W,R
46,74,0.001280878,6.09212E-05,0.010204482,-6.571428571,2.571428571,-20.85714286,9.571428571,-10.85714286,3.142857143
47,74,0.001338135,6.18117E-05,0.001138205,-6.142857143,2.714285714,-17,10.57142857,-11,3.571428571
48,74,0.001305451,6.06582E-05,0.001138303,-8,1,-25.14285714,7.714285714,-11.42857143,4
49,74,0.001267486,5.97961E-05,0.017799256,-1.571428571,4.571428571,-19,9.857142857,-7.571428571,3
50,74,0.001193551,5.83488E-05,0.021807144,3.714285714,7.571428571,-12.14285714,19.28571429,-5.857142857,1.714285714
51,74,0.001048594,5.71941E-05,0.004201774,15.42857143,18,-16.57142857,21.28571429,-10,1.714285714
52,74,0.000860302,5.54535E-05,0.002789107,-16.71428571,-16.42857143,-4.571428571,-15.71428571,-68,12
53,74,0.000540711,4.08507E-05,0.002790196,-10.85714286,-6.428571429,-8.571428571,4.857142857,-21.85714286,5.857142857
0,77,0.002553387,4.05028E-05,0.003825137,-40.71428571,-34,-10.57142857,-44.57142857,-63.71428571,15.85714286
1,77,0.00268748,4.07744E-05,0.00426126,-35.14285714,-23.14285714,-33.42857143,-30.28571429,-33.42857143,9.428571429
2,77,0.001889091,3.96255E-05,0.006445517,-35.57142857,-23.14285714,-42.14285714,-27.14285714,-29.14285714,6.714285714
3,77,0.001377841,3.64285E-05,0.007649443,-30.71428571,-18.28571429,-34.71428571,-21.71428571,-24.85714286,5.571428571
4,77,0.001073331,3.66252E-05,0.00651531,-28.85714286,-16,-34.14285714,-19.57142857,-23.42857143,5
5,77,0.000997346,3.49314E-05,0.007455259,-29,-17.28571429,-46.28571429,-20.57142857,-23.42857143,5.714285714
6,77,0.000900139,3.15084E-05,0.007653316,-28.71428571,-16,-42.14285714,-14.28571429,-23.71428571,5.857142857
7,77,0.000769503,2.57308E-05,0.003645643,-25.85714286,-15,-41.28571429,-20,-20.57142857,7.142857143
8,77,0.000911943,2.53884E-05,0.003641688,-22.14285714,-10,-34.57142857,-13,-20.14285714,4.285714286
9,77,0.000731839,2.76399E-05,0.008222178,-21.85714286,-10.14285714,-38.85714286,-17.57142857,-26.71428571,5.428571429
10,77,0.000847852,2.81599E-05,0.008213264,-24.28571429,-11.14285714,-36.57142857,-13.57142857,-18.85714286,4.285714286
11,77,0.00081262,2.82077E-05,0.007497801,-19.85714286,-8.142857143,-24.14285714,-9.571428571,-19,3.428571429
12,77,0.00086157,2.84911E-05,0.003252667,-18.14285714,-7,-18.71428571,-6.428571429,-17.28571429,2.857142857
13,77,0.001019981,2.86954E-05,0.003249138,-18.57142857,-7,-21.57142857,-8.714285714,-19.14285714,3.142857143
14,77,0.001090515,2.97616E-05,0.003245621,-12.85714286,-2.142857143,11.14285714,-1.285714286,-16.71428571,0.285714286
15,77,0.001251027,3.01996E-05,0.003242116,-17.28571429,-5.857142857,-9.428571429,-3.714285714,-15.42857143,0.428571429
16,77,0.001329997,2.99319E-05,0.003238603,-19,-7.714285714,-26.14285714,-6.714285714,-16.28571429,1.714285714
17,77,0.00136104,3.10735E-05,0.003235111,-26.14285714,-16.42857143,-11.71428571,-21.85714286,-44.28571429,3.428571429
18,77,0.001551644,3.09616E-05,0.003231608,-23.85714286,-13.57142857,11.85714286,-15,-33.14285714,1.571428571
19,77,0.001533327,3.07719E-05,0.010693054,-12.57142857,-1.142857143,28.85714286,1.428571429,-14.28571429,-2.714285714
20,77,0.00143065,3.10511E-05,0.007054261,-12.57142857,-1.142857143,21.42857143,0.142857143,-17,-2.428571429
21,77,0.001651181,3.13301E-05,0.007743861,-15,-3.714285714,7.571428571,-2.857142857,-19.14285714,-1.571428571
22,77,0.002145731,3.18425E-05,0.007735505,-17.42857143,-6,3,-3.571428571,-21.28571429,-2.142857143
23,77,0.003757595,3.8516E-05,0.010698518,-21.28571429,-7.714285714,14.14285714,-10.42857143,-33.14285714,-1.571428571
24,77,0.004204067,4.58805E-05,0.024348006,-23.57142857,-6.714285714,24,-9.285714286,-28.14285714,-3.142857143
25,77,0.003758228,6.07906E-05,0.032632612,-28.71428571,-10.14285714,0.571428571,-12.28571429,-29,-2.285714286
26,77,0.003480161,5.83892E-05,0.052455025,-28.71428571,-9.714285714,14.71428571,-11.14285714,-30.71428571,-2.142857143
27,77,0.002749006,5.68475E-05,0.04072402,-29.71428571,-11.42857143,15,-12.57142857,-32.42857143,-2.857142857
28,77,0.002045651,5.53864E-05,0.028018365,-27.57142857,-12.85714286,8.857142857,-12.57142857,-33,-3
29,77,0.001595389,4.98844E-05,0.014382514,-26.42857143,-14.71428571,2,-12.85714286,-32.28571429,-2.285714286
30,77,0.001459712,3.82528E-05,0.007726454,-24.42857143,-13.57142857,0.285714286,-11.28571429,-32.57142857,-2.285714286
31,77,0.001154646,3.17658E-05,0.008867305,-24.71428571,-14.57142857,-8.857142857,-12.14285714,-33.57142857,-1.714285714
32,77,0.000977895,2.91701E-05,0.007385514,-22.14285714,-12.28571429,9.714285714,-8.142857143,-33.57142857,-2.571428571
33,77,0.000765528,2.77426E-05,0.007377551,-19.85714286,-11.28571429,4.571428571,-7.285714286,-33.14285714,-1.857142857
34,77,0.000730194,2.59293E-05,0.007369699,-14,-5,6.428571429,-1.285714286,-31.57142857,-2
35,77,0.000738954,2.53592E-05,0.007361763,-16.85714286,-6.714285714,-18.85714286,-3.571428571,-31.14285714,-0.428571429
36,77,0.001020094,2.30082E-05,0.003444422,-16.14285714,-7.142857143,-1.142857143,-0.714285714,-29.71428571,-1.428571429
37,77,0.001315423,2.66995E-05,0.000510132,-17.57142857,-8.857142857,-23,-3.857142857,-27.85714286,1
38,77,0.001744455,3.26289E-05,0.00050954,-16.28571429,-7.571428571,-16.28571429,-2,-23.28571429,0.857142857
39,77,0.002263953,3.59965E-05,0.000509043,-14,-4.428571429,-1.571428571,0.571428571,-22.28571429,0.285714286
40,77,0.002873225,3.71176E-05,0.000508529,-14.85714286,-4.857142857,-0.857142857,0.571428571,-20.71428571,0.571428571
41,77,0.003615838,3.86228E-05,0.000507957,-16.28571429,-6,-21.42857143,-2.285714286,-20,2.428571429
42,77,0.003685803,4.61482E-05,0.005174836,-16.28571429,-4.857142857,-21.85714286,-4.428571429,-24,4
43,77,0.003571824,5.04202E-05,0.005169291,-42.42857143,-11.28571429,-10,-23.85714286,-45.42857143,9.714285714
44,77,0.00281419,5.0675E-05,0.005163784,-36.14285714,-12.42857143,-32.85714286,-17,-31.57142857,6.428571429
45,77,0.001827525,5.00817E-05,0.005158395,-33,-4.714285714,-50.71428571,-3.571428571,-18.28571429,3.857142857
46,77,0.001618321,4.94118E-05,0.013033465,-28.28571429,-6.714285714,-47.28571429,-3.857142857,-18.42857143,4.142857143
47,77,0.00166135,4.95905E-05,0.010141805,-27.85714286,-7,-45.85714286,-2.714285714,-18.28571429,4.428571429
48,77,0.001597156,4.79214E-05,0.013499696,-21.28571429,-6.428571429,-37,-3.428571429,-17.28571429,4.285714286
49,77,0.001412014,4.48707E-05,0.001829068,-17.42857143,-5.428571429,-30.85714286,-2.857142857,-14.42857143,3.714285714
50,77,0.001219532,4.0902E-05,0.001827168,-16.28571429,-6.571428571,-34,-1.857142857,-13.71428571,3.428571429
51,77,0.001150017,3.64789E-05,0.001825264,-9.428571429,1.142857143,-31.85714286,-0.428571429,-19.71428571,3.571428571
52,77,0.001142641,3.5672E-05,0.001897711,-33,-26.71428571,-8.571428571,-35.57142857,-70,13.71428571
53,77,0.002140282,3.56342E-05,0.001908057,-30.14285714,-19,-35.28571429,-17.57142857,-27.42857143,7.428571429
0,78,0.004445136,8.9784E-05,0.000775757,-39.85714286,-24.71428571,19.85714286,-41.28571429,-66,15.71428571
1,78,0.003833581,8.44496E-05,0.001807916,-35.14285714,-17.85714286,-21.71428571,-30.42857143,-29.14285714,8.714285714
2,78,0.004163024,8.39445E-05,0.002803338,-33.28571429,-15.85714286,-16.42857143,-26.14285714,-23,5.428571429
3,78,0.002885655,8.02937E-05,0.003889511,-30.42857143,-12.14285714,-17,-21.71428571,-20.71428571,5
4,78,0.002346834,6.79572E-05,0.007094348,-27.85714286,-10.14285714,-9,-18.42857143,-19.85714286,4.285714286
5,78,0.001517628,6.48923E-05,0.009233726,-28.71428571,-12.42857143,-23,-20.71428571,-20.57142857,5
6,78,0.001368565,5.94331E-05,0.009523843,-24,-8.571428571,-19.28571429,-16.71428571,-18.71428571,4.714285714
7,78,0.001188679,5.63863E-05,0.006985445,-22.42857143,-8.571428571,-16.71428571,-15.85714286,-17.14285714,6.428571429
8,78,0.001182387,4.89214E-05,0.007312047,-18.71428571,-3.285714286,-15.57142857,-10,-16,3.857142857
9,78,0.001183454,5.34501E-05,0.004705233,-17.71428571,-4,-15.71428571,-13.57142857,-24.42857143,5.142857143
10,78,0.001140713,4.82106E-05,0.004195181,-20.71428571,-4.714285714,-14.85714286,-10.42857143,-15.85714286,3.714285714
11,78,0.001020255,4.5743E-05,0.004390372,-15.71428571,-2.714285714,-6,-8.142857143,-19.71428571,3.428571429
12,78,0.000862229,4.01567E-05,0.008260611,-13.71428571,0,7,-4.285714286,-16.14285714,2.142857143
13,78,0.00085002,3.88073E-05,0.009026925,-16.14285714,-1.857142857,-3.857142857,-7,-13.42857143,2.428571429
14,78,0.000847765,3.47085E-05,0.008347415,-10.42857143,2.571428571,22,-1.142857143,-12.71428571,0.571428571
15,78,0.000829743,3.99721E-05,0.007202422,-10,3,31.57142857,0.857142857,-12.14285714,-0.571428571
16,78,0.000851908,4.13757E-05,0.006564248,-12.42857143,1.285714286,4.285714286,-2.857142857,-11.85714286,0.428571429
17,78,0.000858613,4.14934E-05,0.003761111,-14.85714286,-5.857142857,17.28571429,-14.57142857,-40.14285714,3.571428571
18,78,0.000874464,4.21601E-05,0.004049036,-10.28571429,0.714285714,70.85714286,-4.142857143,-29.57142857,0
19,78,0.000933618,4.77617E-05,0.006679408,-5.714285714,7.142857143,59,5.428571429,-11.28571429,-3.571428571
20,78,0.001013246,4.58597E-05,0.006074154,-7.142857143,4.142857143,29,0.714285714,-15.14285714,-1.428571429
21,78,0.000999248,4.72481E-05,0.005758003,-3.142857143,7.714285714,69.85714286,4.857142857,-18.14285714,-3.285714286
22,78,0.001029603,5.42872E-05,0.00643038,-4.285714286,8.142857143,93.57142857,4.857142857,-21.14285714,-5.571428571
23,78,0.001091246,7.024E-05,0.005817868,-5.571428571,4.428571429,78.85714286,-0.571428571,-31.42857143,-3.285714286
24,78,0.001310959,0.000105457,0.010247954,-10.57142857,7.285714286,87,-0.428571429,-27.57142857,-5.571428571
25,78,0.001761075,0.000137681,0.016241435,-12.28571429,3.142857143,65.85714286,-2.857142857,-27.85714286,-4.285714286
26,78,0.00229797,0.000130012,0.021090229,-15,0.428571429,70,-5,-30.57142857,-4.428571429
27,78,0.002437169,0.000129809,0.019947681,-15.57142857,1.142857143,66.14285714,-6.571428571,-32.14285714,-5.428571429
28,78,0.002396706,0.000119441,0.016414702,-15.42857143,-2.285714286,52.57142857,-7.285714286,-33,-4.285714286
29,78,0.002373024,8.46098E-05,0.013118882,-14.14285714,-2.857142857,58.85714286,-6.142857143,-32.57142857,-3.571428571
30,78,0.002350141,6.96165E-05,0.009963647,-15.28571429,-4.571428571,30.28571429,-9,-33.14285714,-2.428571429
31,78,0.002266061,5.52001E-05,0.003746607,-13.14285714,-4.285714286,41.71428571,-8,-34,-2
32,78,0.001898437,5.11332E-05,0.00682847,-11.28571429,-2.285714286,43.57142857,-5.428571429,-33.71428571,-2.857142857
33,78,0.001461163,4.32789E-05,0.005343459,-11.14285714,-2.857142857,24.57142857,-5.428571429,-33.28571429,-1.714285714
34,78,0.001340891,4.21271E-05,0.004503788,-4.142857143,5.142857143,40.57142857,3,-31.57142857,-2.142857143
35,78,0.001450033,4.11591E-05,0.006751495,-10.14285714,2.285714286,22.57142857,2.285714286,-30.57142857,-1.142857143
36,78,0.001698376,4.63273E-05,0.009925613,-10.42857143,2.714285714,22.14285714,1.857142857,-29.57142857,-1
37,78,0.001884151,5.29263E-05,0.008353161,-7.857142857,3.142857143,20.28571429,1,-26.71428571,-0.142857143
38,78,0.002312631,6.72542E-05,0.008129994,-8.571428571,3,24.85714286,2.285714286,-21.71428571,0
39,78,0.002821134,7.11102E-05,0.007483338,-6.285714286,5,48.14285714,5.714285714,-19.42857143,-0.714285714
40,78,0.003162098,7.67558E-05,0.007875563,-7.714285714,4.285714286,27.42857143,3.428571429,-17.28571429,0.285714286
41,78,0.003955172,8.02325E-05,0.009901969,-9.857142857,2.285714286,5.714285714,1.285714286,-16.57142857,1.714285714
42,78,0.003791213,8.53158E-05,0.043154846,-7.714285714,3.571428571,7.857142857,1.142857143,-20.14285714,2.571428571
43,78,0.004100829,0.000100078,0.017548701,-29,1.428571429,17.28571429,-13.71428571,-39.42857143,7.428571429
44,78,0.003586236,0.000101359,0.013597303,-27.57142857,-3.857142857,-6.571428571,-12.57142857,-27.85714286,6
45,78,0.003600231,9.42153E-05,0.026756666,-13.71428571,2.285714286,-2.428571429,-2.285714286,-14,3
46,78,0.002228576,8.67307E-05,0.026962997,-13.42857143,1.714285714,-5.428571429,-2.714285714,-14.42857143,3.285714286
47,78,0.002734804,7.67589E-05,0.011493432,-14.71428571,0.428571429,-6.714285714,-0.571428571,-15.14285714,3.714285714
48,78,0.002809644,6.46659E-05,0.024315968,-17.42857143,-1.714285714,-10.85714286,-3.571428571,-15,4.571428571
49,78,0.002397544,7.29608E-05,0.004685795,-13,2,-7.571428571,-1,-12.14285714,4
50,78,0.002469012,7.44554E-05,0.011514763,-9.571428571,2.428571429,-8.428571429,-0.142857143,-10.42857143,3.285714286
51,78,0.002051517,6.88139E-05,0.011504021,-0.714285714,12.85714286,-1.714285714,4.285714286,-16.71428571,2.857142857
52,78,0.001575049,6.94207E-05,0.003944282,-26.14285714,-15.71428571,22,-30.57142857,-69.57142857,13.71428571
53,78,0.001990388,7.18076E-05,0.003938258,-26.14285714,-9.285714286,-7,-13.71428571,-25.57142857,7.285714286
